ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
221425_s_at,0.436938,1.13E-01,1.6172522,-4.83665,2.44E-01,ISCA1,iron-sulfur cluster assembly 1
200049_at,0.436938,1.13E-01,1.617224,-4.83669,1.50E-01,KAT7,lysine acetyltransferase 7
244312_at,0.436938,1.13E-01,1.6172204,-4.8367,3.35E-01,,
232287_at,0.437096,1.13E-01,-1.6169946,-4.83703,-1.26E-01,ERCC6-PGBD3///PGBD3///ERCC6,"ERCC6-PGBD3 readthrough///piggyBac transposable element derived 3///ERCC excision repair 6, chromatin remodeling factor"
228308_at,0.437099,1.13E-01,1.6169533,-4.83709,1.64E-01,FKBP11,FK506 binding protein 11
206928_at,0.437135,1.13E-01,1.6168735,-4.83721,3.37E-01,ZNF124,zinc finger protein 124
224909_s_at,0.437356,1.14E-01,-1.6165673,-4.83766,-1.67E-01,PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
237647_at,0.437356,1.14E-01,-1.6165346,-4.83771,-9.41E-02,GHRL,ghrelin/obestatin prepropeptide
202621_at,0.437391,1.14E-01,1.6164558,-4.83782,1.98E-01,IRF3,interferon regulatory factor 3
200627_at,0.437431,1.14E-01,1.616371,-4.83795,2.56E-01,PTGES3,prostaglandin E synthase 3
205820_s_at,0.437484,1.14E-01,-1.616271,-4.83809,-1.45E-01,APOC3,apolipoprotein C3
201167_x_at,0.437527,1.14E-01,-1.6161582,-4.83826,-1.34E-01,ARHGDIA,Rho GDP dissociation inhibitor alpha
1561112_at,0.437527,1.14E-01,-1.6161111,-4.83833,-6.95E-02,,
210121_at,0.437527,1.14E-01,1.616109,-4.83833,4.51E-01,B3GALT2,"beta-1,3-galactosyltransferase 2"
211513_s_at,0.437536,1.14E-01,1.616061,-4.8384,1.34E-01,OGFR,opioid growth factor receptor
236632_at,0.437681,1.14E-01,-1.6158499,-4.83871,-9.15E-02,HHIP-AS1,HHIP antisense RNA 1
218641_at,0.43777,1.14E-01,1.6157072,-4.83892,2.68E-01,C11orf95,chromosome 11 open reading frame 95
216512_s_at,0.437817,1.14E-01,-1.6156133,-4.83906,-8.34E-02,DCT,dopachrome tautomerase
1561266_at,0.437825,1.14E-01,-1.6155669,-4.83913,-9.78E-02,LOC100507033,uncharacterized LOC100507033
227800_at,0.437918,1.14E-01,-1.6154191,-4.83935,-9.15E-02,FAM110B,family with sequence similarity 110 member B
1553945_at,0.437946,1.14E-01,-1.6153254,-4.83948,-1.12E-01,GPHB5,glycoprotein hormone beta 5
225108_at,0.437946,1.14E-01,-1.6153113,-4.8395,-2.62E-01,AGPS,alkylglycerone phosphate synthase
229710_at,0.437986,1.14E-01,1.6151945,-4.83968,2.31E-01,ERCC6L2,ERCC excision repair 6 like 2
220470_at,0.437986,1.14E-01,-1.6150918,-4.83983,-1.07E-01,BET1L,Bet1 golgi vesicular membrane trafficking protein like
236108_at,0.437986,1.14E-01,-1.6150286,-4.83992,-7.57E-02,EPG5,ectopic P-granules autophagy protein 5 homolog
223315_at,0.437986,1.14E-01,-1.6150128,-4.83994,-4.81E-01,NTN4,netrin 4
1563719_a_at,0.437986,1.14E-01,1.6149993,-4.83996,2.47E-01,,
201977_s_at,0.437986,1.14E-01,1.6149863,-4.83998,1.25E-01,KIAA0141,KIAA0141
215340_at,0.437986,1.14E-01,-1.614949,-4.84004,-1.40E-01,ADCY1,adenylate cyclase 1
236301_at,0.437986,1.14E-01,-1.6149072,-4.8401,-2.77E-01,IKZF3,IKAROS family zinc finger 3
209251_x_at,0.437986,1.14E-01,1.614907,-4.8401,1.76E-01,TUBA1C,tubulin alpha 1c
238521_at,0.437986,1.14E-01,-1.6148951,-4.84012,-1.14E-01,FGF12,fibroblast growth factor 12
207521_s_at,0.438053,1.14E-01,-1.6147777,-4.84029,-1.43E-01,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
235490_at,0.438212,1.14E-01,-1.6145509,-4.84062,-8.95E-02,TMEM107,transmembrane protein 107
213126_at,0.438218,1.14E-01,1.6145068,-4.84069,1.17E-01,MED8,mediator complex subunit 8
204569_at,0.438235,1.14E-01,1.6144497,-4.84077,3.06E-01,ICK,intestinal cell (MAK-like) kinase
201700_at,0.438243,1.14E-01,-1.6144021,-4.84084,-2.25E-01,CCND3,cyclin D3
226634_at,0.438282,1.14E-01,1.6143191,-4.84096,2.17E-01,METTL10,methyltransferase like 10
222634_s_at,0.438356,1.14E-01,1.6141874,-4.84116,3.18E-01,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1
237604_at,0.438356,1.14E-01,-1.6141574,-4.8412,-1.92E-01,,
1563154_at,0.438383,1.14E-01,-1.6140879,-4.8413,-7.23E-02,LOC101927790,uncharacterized LOC101927790
1557721_at,0.438405,1.14E-01,-1.6139826,-4.84146,-8.62E-02,,
244618_at,0.438405,1.14E-01,-1.6139696,-4.84148,-1.09E-01,LOC101928560,uncharacterized LOC101928560
205001_s_at,0.438405,1.14E-01,1.6139506,-4.8415,5.57E-01,DDX3Y,"DEAD-box helicase 3, Y-linked"
216400_at,0.438507,1.14E-01,-1.6137719,-4.84177,-1.15E-01,LOC100510710///GBAP1,glucosylceramidase-like///glucosylceramidase beta pseudogene 1
235142_at,0.438507,1.14E-01,1.6137554,-4.84179,4.97E-01,ZBTB8A,zinc finger and BTB domain containing 8A
223002_s_at,0.438558,1.14E-01,1.6136565,-4.84193,2.66E-01,XRN2,5'-3' exoribonuclease 2
1552621_at,0.438586,1.14E-01,1.6135685,-4.84206,2.43E-01,UPK3BL///POLR2J3///POLR2J2///POLR2J,uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J
217023_x_at,0.438586,1.14E-01,-1.6135501,-4.84209,-1.93E-01,TPSB2///TPSAB1,tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
1560573_at,0.438611,1.14E-01,-1.6134831,-4.84219,-1.78E-01,LINC00944,long intergenic non-protein coding RNA 944
221011_s_at,0.438634,1.14E-01,-1.6134193,-4.84228,-3.37E-01,LBH,limb bud and heart development
226219_at,0.438838,1.14E-01,-1.6131191,-4.84272,-3.56E-01,ARHGAP30,Rho GTPase activating protein 30
200656_s_at,0.438838,1.14E-01,1.6130873,-4.84277,3.43E-01,P4HB,prolyl 4-hydroxylase subunit beta
212123_at,0.438838,1.14E-01,1.6130641,-4.8428,9.60E-02,TCTN3,tectonic family member 3
1569294_at,0.438875,1.14E-01,-1.6129829,-4.84292,-9.90E-02,RNF187,ring finger protein 187
204376_at,0.438896,1.14E-01,-1.6129212,-4.84301,-1.75E-01,DCAF1,DDB1 and CUL4 associated factor 1
218055_s_at,0.438918,1.14E-01,1.6128483,-4.84312,2.36E-01,WDR41,WD repeat domain 41
242324_x_at,0.438918,1.14E-01,1.6127662,-4.84324,1.40E-01,CCBE1,collagen and calcium binding EGF domains 1
215981_at,0.438918,1.14E-01,-1.6127314,-4.84329,-8.32E-02,LOC100505534,uncharacterized LOC100505534
AFFX-M27830_M_at,0.438918,1.14E-01,1.6127241,-4.8433,2.35E-01,,
238854_at,0.438918,1.14E-01,-1.6127112,-4.84332,-2.80E-01,NRAV,negative regulator of antiviral response (non-protein coding)
225272_at,0.43912,1.14E-01,-1.6124124,-4.84376,-2.83E-01,SAT2,spermidine/spermine N1-acetyltransferase family member 2
221131_at,0.43912,1.14E-01,-1.6123955,-4.84379,-9.32E-02,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
242219_at,0.439125,1.14E-01,-1.6123531,-4.84385,-9.09E-02,LINC01588,long intergenic non-protein coding RNA 1588
214671_s_at,0.439138,1.14E-01,-1.6122779,-4.84396,-1.05E-01,ABR,active BCR-related
1563643_at,0.439138,1.14E-01,-1.6122461,-4.844,-7.95E-02,,
216612_x_at,0.439138,1.14E-01,-1.6122272,-4.84403,-7.02E-02,,
205735_s_at,0.439142,1.15E-01,-1.6121849,-4.84409,-9.29E-02,AFF3,AF4/FMR2 family member 3
223980_s_at,0.439334,1.15E-01,-1.6118728,-4.84455,-3.99E-01,SP110,SP110 nuclear body protein
234353_at,0.439334,1.15E-01,-1.6118486,-4.84459,-1.08E-01,CATSPERG,cation channel sperm associated auxiliary subunit gamma
202810_at,0.439334,1.15E-01,1.6118456,-4.84459,1.65E-01,DRG1,developmentally regulated GTP binding protein 1
1566123_at,0.439405,1.15E-01,-1.6117235,-4.84477,-1.07E-01,FABP6,fatty acid binding protein 6
241825_at,0.439413,1.15E-01,1.6116441,-4.84489,1.17E-01,TYW5,tRNA-yW synthesizing protein 5
1569949_at,0.439413,1.15E-01,-1.6116405,-4.84489,-6.72E-02,GRK5,G protein-coupled receptor kinase 5
203051_at,0.439441,1.15E-01,1.6115638,-4.845,1.77E-01,BAHD1,bromo adjacent homology domain containing 1
201646_at,0.439441,1.15E-01,1.6115327,-4.84505,3.89E-01,SCARB2,scavenger receptor class B member 2
231526_at,0.439479,1.15E-01,-1.611432,-4.8452,-8.23E-02,,
229591_at,0.439479,1.15E-01,-1.6113755,-4.84528,-1.05E-01,LRP5,LDL receptor related protein 5
221237_s_at,0.439479,1.15E-01,-1.6113549,-4.84531,-9.98E-02,OSBP2,oxysterol binding protein 2
217497_at,0.439479,1.15E-01,1.6112897,-4.84541,3.28E-01,TYMP,thymidine phosphorylase
233982_x_at,0.439479,1.15E-01,-1.6112713,-4.84543,-1.46E-01,STYXL1,serine/threonine/tyrosine interacting-like 1
200058_s_at,0.439479,1.15E-01,1.6112671,-4.84544,1.48E-01,LOC101929240///SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
217670_at,0.439566,1.15E-01,1.6111257,-4.84565,1.34E-01,RPLP2,ribosomal protein lateral stalk subunit P2
1569688_at,0.439577,1.15E-01,-1.6110762,-4.84572,-7.49E-02,FMO5,flavin containing monooxygenase 5
212240_s_at,0.439596,1.15E-01,-1.6109997,-4.84583,-3.85E-01,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
216559_x_at,0.439596,1.15E-01,1.6109581,-4.84589,2.03E-01,,
207154_at,0.439596,1.15E-01,-1.6109428,-4.84592,-7.48E-02,DIO3,"deiodinase, iodothyronine, type III"
202560_s_at,0.439728,1.15E-01,1.6107492,-4.8462,2.04E-01,CHTOP,chromatin target of PRMT1
211141_s_at,0.439739,1.15E-01,-1.6106487,-4.84635,-1.03E-01,CNOT3,CCR4-NOT transcription complex subunit 3
223751_x_at,0.439739,1.15E-01,-1.6105874,-4.84644,-4.23E-01,TLR10,toll like receptor 10
219540_at,0.439739,1.15E-01,1.6105848,-4.84644,3.33E-01,ZNF267,zinc finger protein 267
1566935_at,0.439739,1.15E-01,-1.6105659,-4.84647,-1.45E-01,TYRO3P,TYRO3P protein tyrosine kinase pseudogene
1554311_a_at,0.439739,1.15E-01,-1.6105521,-4.84649,-1.37E-01,SUPT6H,"SPT6 homolog, histone chaperone"
205857_at,0.439741,1.15E-01,-1.6104796,-4.84659,-2.32E-01,SLC18A2,solute carrier family 18 member A2
1563247_at,0.439741,1.15E-01,-1.6104755,-4.8466,-1.07E-01,LOC101927526,uncharacterized LOC101927526
219465_at,0.439776,1.15E-01,-1.6103969,-4.84672,-8.51E-02,APOA2,apolipoprotein A2
218713_at,0.4398,1.15E-01,1.6102991,-4.84686,2.43E-01,ICE2,interactor of little elongation complex ELL subunit 2
1553426_at,0.4398,1.15E-01,1.6102662,-4.84691,9.82E-02,C5orf64,chromosome 5 open reading frame 64
224685_at,0.4398,1.15E-01,-1.6102582,-4.84692,-3.36E-01,AFDN,"afadin, adherens junction formation factor"
227194_at,0.439826,1.15E-01,-1.610162,-4.84706,-9.55E-01,FAM3B,family with sequence similarity 3 member B
218849_s_at,0.439826,1.15E-01,-1.6101531,-4.84707,-1.85E-01,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like
204397_at,0.439926,1.15E-01,-1.6099617,-4.84735,-9.61E-02,EML2,echinoderm microtubule associated protein like 2
209894_at,0.439926,1.15E-01,-1.6098947,-4.84745,-4.53E-01,LEPROT///LEPR,leptin receptor overlapping transcript///leptin receptor
215919_s_at,0.439926,1.15E-01,1.6098836,-4.84747,2.11E-01,MRPS11,mitochondrial ribosomal protein S11
200966_x_at,0.439926,1.15E-01,1.6098758,-4.84748,2.28E-01,ALDOA,"aldolase, fructose-bisphosphate A"
223875_s_at,0.439926,1.15E-01,-1.6098424,-4.84753,-1.30E-01,EPC1,enhancer of polycomb homolog 1
222265_at,0.439926,1.15E-01,1.6098029,-4.84759,8.70E-02,TNS4,tensin 4
238248_at,0.439926,1.15E-01,-1.6097774,-4.84762,-7.39E-02,,
232238_at,0.43994,1.15E-01,1.6097236,-4.8477,3.82E-01,ASPM,abnormal spindle microtubule assembly
230771_at,0.439968,1.15E-01,-1.6096499,-4.84781,-1.03E-01,NKAIN4,Na+/K+ transporting ATPase interacting 4
237156_at,0.439968,1.15E-01,-1.6096168,-4.84786,-8.27E-02,,
231746_at,0.440102,1.15E-01,-1.6094195,-4.84815,-1.45E-01,MIXL1,Mix paired-like homeobox
240030_at,0.440103,1.15E-01,1.6093479,-4.84825,1.19E-01,COMMD6,COMM domain containing 6
212639_x_at,0.440103,1.15E-01,1.6093446,-4.84826,2.06E-01,TUBA1B,tubulin alpha 1b
1563385_at,0.440128,1.15E-01,-1.6092785,-4.84835,-8.28E-02,LINC00307,long intergenic non-protein coding RNA 307
1569638_at,0.440257,1.15E-01,-1.6090875,-4.84863,-9.78E-02,SOX5,SRY-box 5
203342_at,0.440279,1.15E-01,1.6090242,-4.84873,1.72E-01,TIMM17B,translocase of inner mitochondrial membrane 17 homolog B (yeast)
226772_s_at,0.440348,1.15E-01,-1.6089056,-4.8489,-1.01E-01,SAP30L,SAP30 like
204582_s_at,0.440461,1.15E-01,-1.6087337,-4.84915,-8.25E-02,KLK3,kallikrein related peptidase 3
228001_at,0.440497,1.15E-01,-1.6086377,-4.84929,-1.46E-01,TMEM50B,transmembrane protein 50B
210109_at,0.440497,1.15E-01,1.6086179,-4.84932,1.36E-01,SND1-IT1,SND1 intronic transcript 1
1559640_at,0.440506,1.15E-01,-1.6085699,-4.84939,-4.68E-01,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1
214981_at,0.440541,1.15E-01,1.6084922,-4.8495,8.14E-02,POSTN,periostin
225033_at,0.440552,1.15E-01,-1.6084419,-4.84958,-2.59E-01,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
231807_at,0.440592,1.15E-01,1.6083579,-4.8497,3.37E-01,KIAA1217,KIAA1217
229342_at,0.440698,1.15E-01,1.6081945,-4.84994,3.06E-01,NCBP3,nuclear cap binding subunit 3
1568448_at,0.440755,1.15E-01,-1.6080899,-4.85009,-1.27E-01,,
233676_at,0.44098,1.15E-01,-1.6077422,-4.8506,-7.03E-02,,
210268_at,0.44098,1.15E-01,-1.6077237,-4.85063,-1.63E-01,NFX1,"nuclear transcription factor, X-box binding 1"
211230_s_at,0.44098,1.15E-01,1.607711,-4.85065,1.41E-01,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
241035_s_at,0.440992,1.15E-01,1.6076481,-4.85074,1.90E-01,TMEM161B-AS1,TMEM161B antisense RNA 1
235271_s_at,0.440992,1.16E-01,1.6076164,-4.85079,9.24E-02,ZNF397,zinc finger protein 397
225807_at,0.440992,1.16E-01,1.607587,-4.85083,3.32E-01,AJUBA,ajuba LIM protein
1553717_at,0.441017,1.16E-01,-1.607488,-4.85097,-8.00E-02,KCTD7///RABGEF1,potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
243071_at,0.441017,1.16E-01,1.6074452,-4.85104,1.79E-01,,
1569243_at,0.441017,1.16E-01,-1.6074233,-4.85107,-1.14E-01,,
215632_at,0.441017,1.16E-01,-1.6074096,-4.85109,-1.78E-01,NEUROG2,neurogenin 2
1557063_at,0.441117,1.16E-01,-1.6072542,-4.85132,-7.35E-02,DICER1-AS1,DICER1 antisense RNA 1
228225_at,0.441142,1.16E-01,1.6071878,-4.85141,1.87E-01,PEX2,peroxisomal biogenesis factor 2
228784_at,0.441173,1.16E-01,-1.6071141,-4.85152,-9.74E-02,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
1557480_a_at,0.441232,1.16E-01,-1.6069782,-4.85172,-9.97E-02,PPP1R27,protein phosphatase 1 regulatory subunit 27
244149_at,0.441232,1.16E-01,-1.6069622,-4.85174,-1.42E-01,MYL9,myosin light chain 9
1563462_at,0.441232,1.16E-01,-1.6069328,-4.85179,-1.53E-01,LINC01091,long intergenic non-protein coding RNA 1091
1563943_at,0.441264,1.16E-01,-1.6068414,-4.85192,-1.23E-01,PPARGC1B,PPARG coactivator 1 beta
209105_at,0.441264,1.16E-01,-1.6068221,-4.85195,-1.50E-01,NCOA1,nuclear receptor coactivator 1
231321_s_at,0.441312,1.16E-01,1.6067273,-4.85209,1.56E-01,ACER3,alkaline ceramidase 3
228031_at,0.441312,1.16E-01,1.6066916,-4.85214,1.52E-01,TTPAL,alpha tocopherol transfer protein like
241655_at,0.441321,1.16E-01,-1.6066194,-4.85224,-7.28E-02,,
241689_at,0.441321,1.16E-01,1.6066077,-4.85226,2.52E-01,METTL14,methyltransferase like 14
211083_s_at,0.441335,1.16E-01,-1.6065533,-4.85234,-1.37E-01,MAP3K13,mitogen-activated protein kinase kinase kinase 13
208130_s_at,0.441347,1.16E-01,-1.6065027,-4.85241,-1.91E-01,TBXAS1,thromboxane A synthase 1
1557194_a_at,0.441505,1.16E-01,-1.606247,-4.85279,-7.18E-02,RAD54L2,RAD54-like 2 (S. cerevisiae)
1561707_at,0.441505,1.16E-01,-1.6062409,-4.8528,-1.17E-01,LINC00895,long intergenic non-protein coding RNA 895
241122_s_at,0.441609,1.16E-01,-1.6059817,-4.85318,-9.08E-02,MUSK,muscle associated receptor tyrosine kinase
201720_s_at,0.441609,1.16E-01,-1.6059694,-4.85319,-3.08E-01,LAPTM5,lysosomal protein transmembrane 5
234784_at,0.441609,1.16E-01,-1.6059471,-4.85323,-9.95E-02,,
201120_s_at,0.441609,1.16E-01,1.6059443,-4.85323,3.76E-01,PGRMC1,progesterone receptor membrane component 1
203986_at,0.441609,1.16E-01,-1.6059007,-4.85329,-2.16E-01,FAM47E-STBD1///FAM47E///STBD1,FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
244608_at,0.441609,1.16E-01,1.6058966,-4.8533,7.27E-02,MIR4307HG,MIR4307 host gene
222075_s_at,0.441624,1.16E-01,-1.6058426,-4.85338,-1.64E-01,OAZ3,ornithine decarboxylase antizyme 3
231952_at,0.441704,1.16E-01,1.6057046,-4.85358,2.46E-01,,
204465_s_at,0.441704,1.16E-01,1.6056738,-4.85363,2.10E-01,INA,internexin neuronal intermediate filament protein alpha
238985_at,0.441782,1.16E-01,1.6055448,-4.85382,1.29E-01,CSRNP3,cysteine and serine rich nuclear protein 3
240573_at,0.441794,1.16E-01,-1.6054709,-4.85392,-1.34E-01,LOC374443,C-type lectin domain family 2 member D pseudogene
209586_s_at,0.441794,1.16E-01,1.6054437,-4.85396,1.79E-01,PRUNE1,prune exopolyphosphatase
205417_s_at,0.441794,1.16E-01,1.6053818,-4.85405,1.87E-01,DAG1,dystroglycan 1
1560861_at,0.441794,1.16E-01,-1.6053755,-4.85406,-1.66E-01,THRA1/BTR,uncharacterized LOC105371807
203311_s_at,0.441794,1.16E-01,-1.6053186,-4.85415,-1.63E-01,ARF6,ADP ribosylation factor 6
217339_x_at,0.441794,1.16E-01,-1.6052761,-4.85421,-1.62E-01,CTAG1A///CTAG1B,cancer/testis antigen 1A///cancer/testis antigen 1B
210747_at,0.441794,1.16E-01,-1.6052741,-4.85421,-1.16E-01,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1"
212587_s_at,0.441846,1.16E-01,-1.6051745,-4.85436,-8.86E-01,PTPRC,"protein tyrosine phosphatase, receptor type C"
232664_at,0.442023,1.16E-01,-1.6049273,-4.85472,-1.25E-01,LINC00954,long intergenic non-protein coding RNA 954
224276_at,0.442028,1.16E-01,1.6048847,-4.85478,1.31E-01,ZNF33A,zinc finger protein 33A
237030_at,0.442077,1.16E-01,-1.6047895,-4.85492,-1.36E-01,ACPP,"acid phosphatase, prostate"
215681_at,0.442123,1.16E-01,-1.6046981,-4.85505,-7.96E-02,KIAA1654,KIAA1654 protein
1570283_at,0.442138,1.16E-01,-1.6046439,-4.85513,-7.11E-02,,
1561553_at,0.442166,1.16E-01,1.604574,-4.85523,6.79E-02,LOC101929147,uncharacterized LOC101929147
220827_at,0.442232,1.16E-01,-1.6044585,-4.8554,-9.61E-02,,
237110_at,0.442271,1.16E-01,1.6043759,-4.85552,2.41E-01,,
219026_s_at,0.442315,1.16E-01,-1.6042874,-4.85565,-2.45E-01,RASAL2,RAS protein activator like 2
1558163_at,0.442375,1.16E-01,1.6041785,-4.85581,1.38E-01,PEX13,peroxisomal biogenesis factor 13
222869_s_at,0.442393,1.16E-01,1.6041212,-4.85589,2.23E-01,ELAC1,elaC ribonuclease Z 1
203780_at,0.442436,1.16E-01,-1.6040015,-4.85607,-5.09E-01,MPZL2,myelin protein zero like 2
219030_at,0.442436,1.16E-01,1.6039782,-4.8561,2.84E-01,TPRKB,TP53RK binding protein
213171_s_at,0.442436,1.16E-01,-1.6039599,-4.85613,-1.04E-01,MMP24,matrix metallopeptidase 24
1554819_a_at,0.442604,1.16E-01,-1.6037228,-4.85648,-1.12E-01,ITGA11,integrin subunit alpha 11
212038_s_at,0.442693,1.16E-01,1.6035181,-4.85678,3.60E-01,VDAC1,voltage dependent anion channel 1
227843_at,0.442693,1.16E-01,-1.6035044,-4.8568,-1.27E-01,NDE1,nudE neurodevelopment protein 1
215050_x_at,0.442693,1.16E-01,-1.6034702,-4.85685,-1.02E-01,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2
229082_at,0.442693,1.16E-01,-1.6034528,-4.85687,-2.66E-01,CCDC125,coiled-coil domain containing 125
1558738_at,0.442693,1.16E-01,-1.6033749,-4.85698,-1.61E-01,NOL3,nucleolar protein 3
232369_at,0.442693,1.16E-01,1.6033508,-4.85702,4.02E-01,,
236483_at,0.442693,1.16E-01,-1.6033486,-4.85702,-1.30E-01,,
225957_at,0.442693,1.16E-01,-1.6033216,-4.85706,-3.50E-01,CREBRF,CREB3 regulatory factor
224510_s_at,0.442693,1.16E-01,-1.6032604,-4.85715,-1.34E-01,CLPB,"ClpB homolog, mitochondrial AAA ATPase chaperonin"
222260_at,0.442693,1.16E-01,-1.6032338,-4.85719,-1.31E-01,,
1562007_at,0.442693,1.16E-01,-1.6032145,-4.85722,-1.41E-01,,
220097_s_at,0.442731,1.16E-01,1.6031323,-4.85734,1.45E-01,TMEM104,transmembrane protein 104
1556909_at,0.442863,1.17E-01,-1.6029392,-4.85762,-1.07E-01,LOC100505853,uncharacterized LOC100505853
1565866_a_at,0.442898,1.17E-01,-1.6028608,-4.85773,-9.30E-02,ZBED6,zinc finger BED-type containing 6
1557796_at,0.442922,1.17E-01,-1.6027953,-4.85783,-9.81E-02,FAR2,fatty acyl-CoA reductase 2
202355_s_at,0.442933,1.17E-01,1.6027458,-4.8579,1.75E-01,GTF2F1,general transcription factor IIF subunit 1
1567240_x_at,0.442996,1.17E-01,-1.6026257,-4.85808,-8.41E-02,OR2L2,olfactory receptor family 2 subfamily L member 2
1553882_at,0.442996,1.17E-01,-1.6025914,-4.85813,-8.55E-02,LINC00504,long intergenic non-protein coding RNA 504
208852_s_at,0.442996,1.17E-01,1.6025609,-4.85817,3.13E-01,CANX,calnexin
1569139_s_at,0.443154,1.17E-01,1.6022433,-4.85864,1.26E-01,FAM53A,family with sequence similarity 53 member A
236230_at,0.443154,1.17E-01,-1.6022363,-4.85865,-1.19E-01,,
230954_at,0.443154,1.17E-01,1.6022278,-4.85866,1.94E-01,NOL4L,nucleolar protein 4 like
215695_s_at,0.443154,1.17E-01,-1.602227,-4.85866,-3.94E-01,GYG2,glycogenin 2
222927_s_at,0.443154,1.17E-01,-1.6021909,-4.85871,-1.10E-01,CPLX3,complexin 3
214132_at,0.443347,1.17E-01,1.6018977,-4.85914,2.11E-01,ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
239237_at,0.443347,1.17E-01,-1.6018561,-4.8592,-3.57E-01,TRG-AS1,T cell receptor gamma locus antisense RNA 1
202527_s_at,0.443347,1.17E-01,1.601851,-4.85921,3.71E-01,SMAD4,SMAD family member 4
222934_s_at,0.443396,1.17E-01,1.6017569,-4.85934,2.21E-01,CLEC4E,C-type lectin domain family 4 member E
214765_s_at,0.443465,1.17E-01,-1.6015828,-4.8596,-2.21E-01,NAAA,N-acylethanolamine acid amidase
1552912_a_at,0.443465,1.17E-01,-1.6015539,-4.85964,-1.10E-01,IL23R,interleukin 23 receptor
204029_at,0.443465,1.17E-01,1.6015171,-4.85969,1.37E-01,CELSR2,cadherin EGF LAG seven-pass G-type receptor 2
206154_at,0.443465,1.17E-01,-1.6014846,-4.85974,-1.35E-01,RLBP1,retinaldehyde binding protein 1
209515_s_at,0.443465,1.17E-01,-1.6014514,-4.85979,-2.85E-01,RAB27A,"RAB27A, member RAS oncogene family"
1562791_at,0.443465,1.17E-01,-1.60143,-4.85982,-8.30E-02,MYCBPAP,MYCBP associated protein
209062_x_at,0.443465,1.17E-01,-1.6014183,-4.85984,-1.07E-01,NCOA3,nuclear receptor coactivator 3
216795_at,0.443586,1.17E-01,1.6012145,-4.86014,1.11E-01,,
222228_s_at,0.443586,1.17E-01,1.6011844,-4.86018,9.96E-02,ALKBH4,"alkB homolog 4, lysine demethylase"
244791_at,0.443586,1.17E-01,-1.6011647,-4.86021,-2.00E-01,,
221938_x_at,0.443708,1.17E-01,-1.600984,-4.86047,-1.43E-01,MED16,mediator complex subunit 16
230727_at,0.443719,1.17E-01,1.6008609,-4.86065,1.59E-01,CISD3,CDGSH iron sulfur domain 3
1559372_at,0.443719,1.17E-01,-1.6008497,-4.86067,-9.58E-02,LOC101928043,uncharacterized LOC101928043
214798_at,0.443719,1.17E-01,-1.6008406,-4.86068,-2.59E-01,ATP2C2,ATPase secretory pathway Ca2+ transporting 2
203006_at,0.443719,1.17E-01,-1.6008244,-4.8607,-2.09E-01,INPP5A,inositol polyphosphate-5-phosphatase A
1554355_a_at,0.443777,1.17E-01,-1.6007183,-4.86086,-7.46E-02,SIAE,sialic acid acetylesterase
211452_x_at,0.443793,1.17E-01,-1.6006486,-4.86096,-1.83E-01,LRRFIP1,LRR binding FLII interacting protein 1
229178_at,0.443793,1.17E-01,1.6005702,-4.86107,6.79E-01,PRTG,protogenin
222928_s_at,0.443793,1.17E-01,-1.6005359,-4.86112,-9.14E-02,FAM160B2,family with sequence similarity 160 member B2
229980_s_at,0.443793,1.17E-01,1.6004909,-4.86119,2.28E-01,SNX5,sorting nexin 5
220502_s_at,0.443793,1.17E-01,1.6004882,-4.86119,5.45E-02,SLC13A1,solute carrier family 13 member 1
212476_at,0.443793,1.17E-01,1.6004686,-4.86122,2.88E-01,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
219744_at,0.443793,1.17E-01,-1.6004212,-4.86129,-1.29E-01,FN3K,fructosamine 3 kinase
203796_s_at,0.443793,1.17E-01,1.6003901,-4.86134,1.25E-01,BCL7A,BCL tumor suppressor 7A
242813_at,0.443793,1.17E-01,-1.6003673,-4.86137,-1.09E-01,,
226427_s_at,0.443793,1.17E-01,-1.6003341,-4.86142,-1.25E-01,B3GALT6,"beta-1,3-galactosyltransferase 6"
